keyword,frequency,avg_score,paper_ids_str
integration virtual environment,1,0.6753,3007
integrity adversarial technique,1,0.6813,3161
integrity alongside benefit,1,0.6738,306
integrity answer reliability,1,0.6531,2292
integrity aware,1,0.5707,1357
integrity concern cheat,1,0.6028,3970
integrity concern compute,1,0.6456,3407
integrity credentiale,1,0.6591,3789
integration genai learning,1,0.7697,897
integration infrastructure residential,1,0.7046,2012
integration language model,1,0.7176,1899
integration physical computing,1,0.6984,2911
integration process factor,1,0.7771,487
integration professional setting,1,0.7538,85
integration teachingrelate,1,0.7355,3436
integration upperlevel,1,0.6166,899
intelligence diffusion model,1,0.7573,4087
intelligence diversity inclusion,1,0.747,3349
intelligence ecai proceeding,1,0.8625,72
intelligence education bibliometric,1,0.8515,3642
intelligence ethical framework,1,0.844,79
intelligence feedback score,1,0.7093,2758
intelligence genai gpt4o,1,0.7525,3909
intelligence industry landscape,1,0.6691,3493
change find surprisal,1,0.625,1692
change framework cocreation,1,0.7661,529
change historically unprecedented,1,0.721,2024
intelligence ai datum,1,0.7553,3809
intelligence asia genai,1,0.7705,1643
intelligence augmentation customer,1,0.8806,4009
intelligence business opportunity,1,0.7598,1555
intelligence candidate drug,1,0.7661,2943
challenge trustbuilde,1,0.7174,901
change academy apply,1,0.7267,1345
change area,1,0.5457,3838
change capability interview,1,0.672,1183
change consumer interact,1,0.6602,1522
change deep learning,1,0.746,3821
change educationeducation,1,0.7773,3736
change employee expectation,1,0.6893,2378
challenge like misinformation,1,0.6536,2388
challenge loss critical,1,0.6651,542
challenge multifaceted text,1,0.8441,3870
challenge risk plagiarism,1,0.6883,293
challenge secondforeign language,1,0.6764,3615
challenge specifically,1,0.6351,1704
challenge technology judicial,1,0.87,3106
challenge text classification,1,0.86,3579
intentdriven network llm,1,0.833,2949
intention cagps premium,1,0.7379,1012
intention clothing customization,1,0.8652,582
intention discontinue privacy,1,0.8837,1764
intention enhance learning,1,0.8601,2644
intention erp indicate,1,0.7617,301
intention switch aibase,1,0.7493,889
intentionality,1,0.7492,3462
intelligent patent summarization,1,0.8526,158
intelligent personal assistant,1,0.6607,1344
intelligent sustainable,1,0.7551,2714
intelligent transportation system,1,0.7137,35
intelligent travel avatar,1,0.8417,1733
intensive care unit,1,0.6162,3544
intensive level,1,0.6855,3492
intentbase control management,1,0.7045,1480
intelligenceenable internet vehicle,1,0.8514,3023
intelligencemediate communication aimc,1,0.8643,1746
intelligent assist medical,1,0.8077,1065
intelligent development organisational,1,0.859,529
intelligent education map,1,0.8431,3754
intelligent feedback genai,1,0.8657,2799
intelligent industrial,1,0.7436,998
intelligent machine capable,1,0.7097,4146
intelligence organizational learn,1,0.7916,3419
intelligence play increase,1,0.7493,3788
intelligence safeguard,1,0.751,2078
intelligence strategy evaluate,1,0.7802,3683
intelligence transform scholarly,1,0.8609,2016
intelligence user experience,1,0.8357,1356
intelligence write detection,1,0.8143,3924
intelligenceaugmente systematic literature,1,0.8847,2879
interactive activity,1,0.714,1950
interactive ai knowledge,1,0.8463,2143
interactive allow,1,0.737,756
interactive art installation,1,0.7134,2657
interactive content immersive,1,0.7593,1300
interactive control,1,0.7079,432
interactive device design,1,0.7817,814
interactive environmental simulation,1,0.6715,1542
interaction learner genai,1,0.9018,937
interaction modalitie eg,1,0.7485,1538
interaction pattern studentai,1,0.8101,2934
interaction private equity,1,0.7642,1284
interaction scholarship,1,0.7461,2134
interaction search engine,1,0.8751,1070
interaction support granular,1,0.788,1193
interaction willingness validate,1,0.8018,256
interaction exploratory case,1,0.8047,2786
interaction frequency,1,0.7417,1682
interaction genai quality,1,0.7608,207
interaction genai wearable,1,0.8536,2578
interaction generative adversarial,1,0.7126,4284
interaction hci process,1,0.8752,3469
interaction inertia mooring,1,0.6277,889
interaction large hadron,1,0.5807,944
intentionally obfuscate,1,0.6794,1890
inter personnel development,1,0.7227,2053
interact robot languagedriven,1,0.8526,2812
interact user conversational,1,0.7,3880
interaction behavior recruiter,1,0.7444,1142
interaction clay creative,1,0.8639,925
interaction collaborative learning,1,0.8204,1277
interaction customer,1,0.7366,2771
interface scenariobase,1,0.7675,525
interface thyrogenai achieve,1,0.7031,1259
intergroup affect stereotype,1,0.7034,3779
intermediate advanced level,1,0.6236,2739
internal consistency,1,0.6298,1032
internal organisational factor,1,0.7626,2545
internal personal motivation,1,0.6656,1139
international accounting education,1,0.7575,1662
interface allow researcher,1,0.7489,963
interface backend system,1,0.7189,1314
interface classroom,1,0.8154,247
interface design effectiveness,1,0.7863,3462
interface indexing subsystem,1,0.7298,4190
interface langchaindartmouth python,1,0.7488,786
interface pilot automation,1,0.6787,2372
interface recommendation feed,1,0.7341,406
interconnect challenge effectively,1,0.5689,2389
interconnect heatingcoole loop,1,0.6639,2852
intercultural awareness competence,1,0.7649,2061
interdisciplinary pedagogy peer,1,0.8447,3104
interest copyright would,1,0.8684,4057
interest designbase,1,0.773,24
interest efficiency,1,0.478,1957
interest learn english,1,0.7233,97
interactive gamified environment,1,0.6923,2331
interactive system nlp,1,0.7989,3997
interactive teaching strategy,1,0.7655,471
interactive usage retriever,1,0.7309,2628
interactive video,1,0.715,2197
interactivity personalisation realm,1,0.6934,3625
interactivity security,1,0.7037,3207
intercity accessibility railway,1,0.7064,4000
intervention call alternative,1,0.7029,1850
intervention chatgpt,1,0.7454,4099
category learn,1,0.6617,959
cater student bpns,1,0.7412,2315
caucasian resident florida,1,0.5709,1546
causal attribution technique,1,0.7542,3975
causative construction sociocutural,1,0.7791,2649
cause massive carbon,1,0.7309,660
interpret subverting,1,0.6728,3523
interprofessional community,1,0.7829,3743
intersect innovative transformative,1,0.6241,3888
interstate teacher assessment,1,0.7684,1702
intervention acquisition product,1,0.6994,181
intervention adhere scientific,1,0.7243,343
intervention aibase one,1,0.6995,2291
intervention automate deployment,1,0.6923,3971
internet technology protection,1,0.7517,1023
internet thing,1,0.7561,4041
internet thing generative,1,0.8407,998
internetwebbase learn,1,0.7456,963
interoperability agentic architecture,1,0.7755,1287
interpolative thinking significantly,1,0.6936,4114
interpret body shape,1,0.7679,1618
interpret impact genai,1,0.7275,959
international collaboration reform,1,0.7531,3229
international counterpart policy,1,0.5514,3088
international trade law,1,0.8666,563
internationalization reinternationalization purpose,1,0.7746,964
internet connectivity,1,0.6236,1988
internet crawl indicate,1,0.7336,3691
internet engineering conference,1,0.8491,3335
internet service,1,0.687,44
cervical cancer continue,1,0.6865,2439
intervention context work,1,0.636,2891
intervention conversely peer,1,0.7253,2937
intervention culturally embe,1,0.7761,234
intervention depression,1,0.7046,2211
intervention empirical trace,1,0.6934,1773
intervention enable ethical,1,0.7284,2300
intervention encourage student,1,0.7999,1365
century ability crosscultural,1,0.772,20
cer modelbase learn,1,0.6941,475
certain circumstance still,1,0.7568,1981
certain institutional permissionsincluding,1,0.625,2175
certain interpersonal context,1,0.8202,2114
certain technology due,1,0.7316,3815
certification course emerge,1,0.6634,3869
certify rag genai,1,0.8045,3890
center network genai,1,0.8447,2916
center unclear instruction,1,0.7039,80
centre criticality sustainability,1,0.6878,550
centre innovation education,1,0.8074,3863
centre learn,1,0.752,809
centre student voice,1,0.8524,1707
centre wcs postsecondary,1,0.82,1241
centre webbase,1,0.7055,1484
cbe sector valuable,1,0.7223,480
ccpps operational efficiency,1,0.7278,2456
cdiobase authentic assessment,1,0.713,2221
cell biology observe,1,0.7153,3895
cell organic substrate,1,0.6684,402
cellswitche nonterrestrial network,1,0.8935,2987
centaur interaction intraaction,1,0.6615,1584
center consequently uninterruptible,1,0.68,2176
interview participant understand,1,0.7608,3859
interview point customize,1,0.7157,1885
interview practitioner company,1,0.7561,1815
interview professional varied,1,0.7145,1052
interview select,1,0.6961,1235
interview set system,1,0.7647,400
interview simulation solution,1,0.8007,3538
interview student stakeholder,1,0.7285,3455
interview early adopter,1,0.723,4112
interview educator uncover,1,0.8084,1835
interview expert startup,1,0.7405,4116
interview find intervention,1,0.7123,1231
interview insight change,1,0.7234,3945
interview language,1,0.709,1626
interview obtain,1,0.6748,2391
interview participant observe,1,0.7533,2925
intervention promote healthy,1,0.7303,486
intervention support faculty,1,0.7455,2763
interview 1a,1,0.7774,2738
interview agent open,1,0.8577,1684
interview blueprint deploy,1,0.772,1801
interview conduct preservice,1,0.743,571
interview conduct wave,1,0.7648,3974
interview digitally skilled,1,0.7306,94
intervention enhance preservice,1,0.8087,245
intervention feature seat,1,0.684,93
intervention genai gamechange,1,0.7345,2715
intervention judgment,1,0.6008,3006
intervention marketing classroom,1,0.8537,763
intervention midjourney,1,0.6785,2284
intervention project datum,1,0.6895,1749
intervention project management,1,0.6984,2577
investment adopt,1,0.6035,2448
investment aifacilitate,1,0.5809,501
investment capital country,1,0.6788,946
investment exist tool,1,0.6544,2696
investment multiagent collaboration,1,0.8667,3183
investment policy,1,0.6542,3338
investor selfassessment ability,1,0.8303,2157
invisibilidade feminino artivism,1,0.9045,517
introspection,1,0.6934,477
invehicle network intrusion,1,0.7899,90
invent scenario,1,0.5604,3843
invention completely change,1,0.6623,4040
inventory imi apply,1,0.5148,2989
inverse reinforcement learn,1,0.7664,2801
inverse sizing,1,0.8549,2854
invest despite interactivity,1,0.8501,2157
introduce aiaugmente value,1,0.7676,1160
introduce filmmakeroriented,1,0.8868,673
introduce inquiry regard,1,0.7531,3365
introduce llmbased system,1,0.7114,3383
introduce multisolution quantum,1,0.7329,3913
introduce risk challenge,1,0.8018,3541
introduce score forget,1,0.8345,2485
introductory module genai,1,0.8385,1441
interview subset,1,0.7407,1147
interview supervisor reveal,1,0.7275,349
interview uncover user,1,0.7689,1283
interview usage pattern,1,0.7414,2388
interview video,1,0.7363,3411
intraoperative tongue,1,0.7898,151
intravehicle intrusion,1,0.6714,3803
intricacy technology risk,1,0.8025,3362
issue conduct,1,0.5934,2519
issue enhance student,1,0.7643,4059
issue entitle,1,0.7089,2395
issue face university,1,0.8133,4013
issue like employee,1,0.7652,1334
issue similar fabricate,1,0.6622,1388
italian textual aiassiste,1,0.8074,1756
item multiplechoice instrument,1,0.7683,292
ireland computing education,1,0.8595,3192
irregular app behavior,1,0.8645,1611
isizulu sesotho yoruba,1,0.6494,3109
islamic religious education,1,0.8576,677
isolate stage,1,0.5558,187
isolate submission would,1,0.485,3627
israel south korea,1,0.6958,2868
issue assessment like,1,0.7035,3631
iot automation autonomous,1,0.6639,2059
iot cloud computing,1,0.783,2068
iot network cybersecurity,1,0.8299,2683
iot network energy,1,0.8586,2853
iov multiagent reinforcement,1,0.8277,2740
ip management employ,1,0.6557,790
ipma open distance,1,0.7233,1223
ir merge,1,0.6825,1104
involve helpseeke problemsolve,1,0.7259,2289
involve pediatricneonatal,1,0.6513,315
involve public emergency,1,0.6091,1436
involvement psychological,1,0.6946,1445
involvement tool effectively,1,0.6805,2599
iomt integration advent,1,0.6916,1589
iomt security testing,1,0.7735,3688
ion gamma ray,1,0.8018,4289
journey map jm,1,0.8098,1150
journey tool exemplify,1,0.7517,2442
judgement,1,0.643,1477
judgement authorship,1,0.7496,373
judgementfocuse negotiation simulation,1,0.8903,1842
juding ability exist,1,0.5942,4205
junior secondary student,1,0.7699,1968
justice digital environment,1,0.7503,3951
job service size,1,0.6667,4140
joint dt assistance,1,0.5806,344
journal development acta,1,0.8712,2215
journalism datum privacy,1,0.8209,2090
journalism occupational sensemaking,1,0.8611,4115
journalism professional guideline,1,0.7915,950
journalistic agency decisionmake,1,0.7849,2227
journey autoencoder transformer,1,0.8495,4079
java code artificial,1,0.8514,45
job dissatisfaction mitigate,1,0.6161,1387
job exposure genai,1,0.8565,4133
job extent,1,0.7582,651
job market note,1,0.7092,1050
job market tourism,1,0.6325,3212
job reduction,1,0.6587,3815
job satisfaction offer,1,0.628,2413
itinerary management,1,0.7092,3668
iwb build,1,0.5794,226
izobraevanju ivljenju,1,0.651,4138
jailbreak multimodal genai,1,0.7503,3556
jam case october,1,0.7055,1991
japan vietnam increase,1,0.6768,562
japanese community high,1,0.7331,220
japanese restaurant,1,0.5894,1739
knowledge african,1,0.7986,3084
knowledge align,1,0.7142,2221
knowledge augment one,1,0.7078,3202
knowledge basis introduce,1,0.787,2628
knowledge communication,1,0.7685,2656
case genai microlearne,1,0.6084,513
case genaienable wireless,1,0.7378,2816
case generation prioritization,1,0.815,3600
khanmigo khan academys,1,0.7363,385
kill chain cyberdefense,1,0.8822,3726
kingdom unite,1,0.6215,76
klasifikacije govornih dejanj,1,0.5779,910
klaytn bc8 openchain,1,0.7901,1022
know answer scenario,1,0.6878,4089
know preservice teacher,1,0.7487,23
know understanding apply,1,0.7079,2297
kas translate chinese,1,0.7409,702
kevin roose naturalartificial,1,0.5737,748
keyvalue extraction task,1,0.8155,2006
keyword coauthorship gap,1,0.7063,3426
keyword cooccurrence reveal,1,0.7779,1902
kgfakenet,1,0.5892,1527
kgllm integration modulator,1,0.6455,1531
kgs genai system,1,0.7349,2546
justice experiment employ,1,0.6552,1887
justice inequality,1,0.7044,3136
justice sector probation,1,0.712,961
justice university english,1,0.7804,2502
justification capability determine,1,0.703,263
kaleidoscope gallery evaluate,1,0.6016,927
kamala,1,0.7309,1647
karayianni konstantinos leftheriotis,1,0.5839,2064
knowledge configuration,1,0.757,4111
knowledge creative work,1,0.8989,4067
knowledge curation iterative,1,0.8235,2879
knowledge cybersecurity cod,1,0.7202,62
knowledge deliverer expect,1,0.7373,543
knowledge digital sociology,1,0.7986,383
knowledge document location,1,0.7565,1778
knowledge encode decode,1,0.7219,1906
case twitter,1,0.738,348
casebase learn content,1,0.7388,321
cast dataset introduce,1,0.7145,1233
cast defect,1,0.7969,1233
catalonia creativity,1,0.6706,612
catalyst engage,1,0.5047,2160
catalyst exploration enable,1,0.617,1320
categorisation chatgpt webqda,1,0.8313,424
case offer rebuttal,1,0.6023,183
case outline endtoend,1,0.7164,2614
case prompt injection,1,0.696,102
case provision feedback,1,0.7185,3160
case public incident,1,0.7266,1018
case starcharm,1,0.6395,404
case strategic consideration,1,0.6758,1287
case student,1,0.7003,3884
case generative drive,1,0.7218,1488
case generic classroom,1,0.7055,1072
case image authenticity,1,0.7989,3750
case involve,1,0.7459,1903
case involve elderly,1,0.6907,1697
case manufacturing predictive,1,0.8467,711
case map mechanism,1,0.736,3075
case nigeria,1,0.5988,2674
knowledge vulnerable group,1,0.6468,2902
knowledge wicke,1,0.7751,447
knowledge work managerialism,1,0.7383,3127
knowledgebase system legal,1,0.844,2965
knowledgedriven,1,0.7778,2494
knowledgeenhance prompt technique,1,0.6604,2949
knowledgegrounde learn experience,1,0.7502,4188
knowledgeintensive domain education,1,0.8499,585
knowledge one,1,0.6817,1927
knowledge orchestration professional,1,0.8131,3722
knowledge process gaik,1,0.864,1780
knowledge produce reproduce,1,0.7993,3513
knowledge report project,1,0.6502,525
knowledge subject,1,0.6811,4009
knowledge tool conduct,1,0.7404,3443
knowledge usage adlf,1,0.702,2321
knowledge lab university,1,0.762,4008
knowledge lack train,1,0.6261,521
knowledge level lead,1,0.6692,3300
knowledge management aigpt,1,0.8722,3580
knowledge management multiagent,1,0.8588,2283
knowledge mastery delivery,1,0.6855,1573
knowledge meet,1,0.7542,1531
knowledge modelling econometric,1,0.734,1096
knowledge evolution render,1,0.8072,4082
knowledge exchange facilitate,1,0.8524,1777
knowledge foster,1,0.7323,2880
knowledge foundational,1,0.8071,61
knowledge generating precise,1,0.7927,2118
knowledge generative model,1,0.705,2606
knowledge guidance module,1,0.6933,2354
knowledge influence,1,0.6441,23
labour displacement,1,0.5778,3484
labour largely invisible,1,0.7128,3384
labour recognise importance,1,0.6658,802
labourconsume indeed case,1,0.6214,1274
laboursave benefit,1,0.5732,2405
labyrinthine process,1,0.5691,4179
care delivery,1,0.6897,3764
care domain innovativeness,1,0.7914,2217
labor contextualize,1,0.6533,304
labor market necessary,1,0.6684,3797
labor market platform,1,0.7724,578
labor market remain,1,0.5672,264
labor market technological,1,0.7606,1553
labor timeconsume hence,1,0.5151,2017
laboratory management,1,0.6793,2043
laborintensive safeguard oral,1,0.5676,1919
l2 self positively,1,0.783,3158
l2 self technology,1,0.7238,1346
l2 student able,1,0.7607,1637
l2 write pedagogy,1,0.8642,1317
la ia,1,0.6285,4234
lab setup cost,1,0.7121,664
label aigenerate content,1,0.8482,3399
label preservation conduct,1,0.6175,2652
knowledgerelate interaction,1,0.8203,1794
knowledgeskills navigation framework,1,0.744,3337
kolmogorovarnold network explainable,1,0.7462,578
kong student without,1,0.756,976
korean medicine education,1,0.8208,242
ktwelve tertiary level,1,0.6877,1521
kundenerfahrung und kundenbindung,1,0.6865,2487
l2 production building,1,0.6035,862
case evs electric,1,0.7217,1237
case fansubber chatgpt,1,0.8023,2856
case find animal,1,0.7676,3758
lack strategic leverage,1,0.5972,2691
lamp design company,1,0.7258,2575
landscape absence twoway,1,0.6322,1651
landscape drug design,1,0.8816,3252
landscape genai transformer,1,0.6781,3674
case advance,1,0.6962,2328
case agroneubot,1,0.7864,933
case ascertain practicality,1,0.5941,3717
case big datum,1,0.7988,2947
case charity sector,1,0.6763,2258
case cocreation customer,1,0.721,2531
case conduct seniorlevel,1,0.6783,1943
case creative industry,1,0.8034,2928
career competency training,1,0.6959,377
career information seek,1,0.8522,650
career prospect although,1,0.7188,1043
career prospect wellbee,1,0.7916,1205
caregiver leverage,1,0.6636,3178
carfollowe behavior knowledgedriven,1,0.8093,1648
cas lens draw,1,0.6367,2872
case abep genai,1,0.7289,2218
care education,1,0.6641,794
care facility,1,0.6297,625
care frameworkstande,1,0.7277,3305
care machine verify,1,0.6616,3314
care navigate,1,0.6456,774
care outcome,1,0.7729,2140
care partner pair,1,0.7719,776
care profession council,1,0.6372,3631
language process qa,1,0.7406,2373
language processing nephrology,1,0.8481,1001
language script student,1,0.8374,1957
language strategy finetune,1,0.8638,4180
language style recovery,1,0.7667,3235
language teaching avatar,1,0.8949,1053
language transformation partly,1,0.7277,3391
language worldlangai offer,1,0.8439,4129
language lack thereof,1,0.766,1457
language learn framework,1,0.871,3678
language learn inservice,1,0.8094,3843
language learn landscape,1,0.8336,3065
language model deepseekdesigne,1,0.7456,1793
language model detection,1,0.7762,3048
language model prompt,1,0.7983,3714
language nepali genai,1,0.7824,1075
langchain gemini allow,1,0.7047,2120
langchain gpt3 roberta,1,0.6437,4250
language addition overcome,1,0.6734,161
language course robotic,1,0.8538,1616
language diffusion model,1,0.656,2350
language education evoke,1,0.9042,2834
language face,1,0.6814,1195
language feedback questionnaire,1,0.8336,355
landscape penetration testing,1,0.7148,523
landscape planning municipality,1,0.7496,579
landscape scenario generate,1,0.7976,3891
lane,1,0.6449,3001
lane keep assist,1,0.7184,120
langauge model propose,1,0.8263,3049
langchain chatgroq generate,1,0.7607,1892
langchain framework streamline,1,0.7917,4191
law train,1,0.6776,3903
law workshop offer,1,0.767,1304
lawmaker researchs,1,0.6255,1390
lawmaking technology genai,1,0.8961,853
lay foundation cultivate,1,0.7317,2256
layer network application,1,0.7913,2477
layoutlmv3 achieve f1score,1,0.758,98
laypeople perception,1,0.6983,1201
latticechaotic hybrid,1,0.7635,2601
launch chatbase,1,0.75,633
launch llmbase chatbot,1,0.7625,3850
law jurisdiction delineate,1,0.666,1232
law like,1,0.7605,3414
law navigate opportunity,1,0.7575,563
law play,1,0.755,3593
law policy example,1,0.7198,783
largescale crosssectional survey,1,0.7232,2760
largescale group brainstorming,1,0.8692,1850
largescale training phase,1,0.7527,1502
largescale transformer initially,1,0.7489,160
latencycritical application like,1,0.6942,3988
latent orthogonal,1,0.733,2022
latent profile preservice,1,0.8216,2726
laterstage additionally survey,1,0.7183,1049
language writer engagement,1,0.8144,355
languagebase assistant become,1,0.8155,3997
languagebase reliability detection,1,0.8892,3871
languagedriven production planning,1,0.8203,1714
large danish municipality,1,0.7278,1051
large gain,1,0.7016,499
large texttoimage model,1,0.7853,2875
large visionlanguage model,1,0.7451,2480
capabilitybase training framework,1,0.755,2572
capable content multiple,1,0.725,1708
capable dynamically embe,1,0.5988,1919
capable perform task,1,0.6842,4029
capable solve,1,0.7617,1451
capacity assessment mountainous,1,0.7626,2830
capacity challenge establish,1,0.6916,1112
capacity foster collaboration,1,0.7082,1356
learn additionally,1,0.7065,2186
learn aill programme,1,0.7491,456
learn analytic competency,1,0.8945,3072
learn answer ai,1,0.7053,318
learn antibody discovery,1,0.8729,2943
learn apply,1,0.6422,1466
capability validation retry,1,0.6203,469
capability workshop unite,1,0.7085,3265
leadership organizational behavior,1,0.6453,881
leadership workforce workflow,1,0.7174,3532
leakage risk solve,1,0.5427,329
lean construction genai,1,0.8621,2708
lean health care,1,0.7524,3213
lean manufacturing maturity,1,0.9004,2276
learn,1,0.703,1368
learn adaptable module,1,0.7055,2187
lead development retrievalaugmente,1,0.5855,3686
lead education adapt,1,0.6438,4247
lead prediction machine,1,0.8534,3752
lead selfenhancement,1,0.8409,2036
lead technological advancement,1,0.6876,2516
leader achieve impact,1,0.739,4158
leader recruit evaluate,1,0.7246,1854
leaderemployee moral incongruence,1,0.8821,1
learn call development,1,0.8015,2144
learn capture student,1,0.8768,995
learn cdio model,1,0.6602,534
learn central process,1,0.7605,1679
learn cocreate genai,1,0.8726,3464
learn commercial tool,1,0.5996,634
learn community increasingly,1,0.734,2485
learn companion procrastination,1,0.8154,1682
cardiovascular risk enable,1,0.7277,1935
care change technology,1,0.6844,3585
learn assignment,1,0.5937,3417
learn association,1,0.5974,927
learn augmentation cognitive,1,0.7251,83
learn autistic child,1,0.7844,3178
learn automation enhance,1,0.767,1614
learn baseline,1,0.6959,118
capstone,1,0.7163,3330
captioning image catalogue,1,0.8787,2123
capture computing,1,0.7621,1691
capture diversity destination,1,0.7024,1645
car damage recognition,1,0.8236,1256
carbon impact genai,1,0.6884,3845
carbonoracle machine learn,1,0.8242,4142
cardiovascular nursing participant,1,0.7359,694
capacity guide,1,0.7184,604
capacity outpace capability,1,0.6714,3361
capital disrupt genai,1,0.7156,1617
capital lens analyse,1,0.6493,3348
capital one,1,0.7038,4230
capital operate indirectly,1,0.6945,1941
capitalism shape cybersocialization,1,0.718,1677
capitalism tech worker,1,0.7015,658
learn format implementation,1,0.6556,72
learn game design,1,0.8822,1254
learn genai metaheuristic,1,0.7994,2270
learn generalizability platform,1,0.7498,2076
learn globally,1,0.6401,2624
learn herald transformative,1,0.7511,689
call critical selfcritical,1,0.6545,1037
camera,1,0.6304,2711
learn drl model,1,0.739,1930
learn efficient task,1,0.666,2897
learn electronic,1,0.7646,3921
learn engineering design,1,0.6745,2121
learn english periphrastic,1,0.8783,2649
learn enrich cultural,1,0.829,589
learn entrepreneur design,1,0.8789,3802
learn environment virtualgeo,1,0.8479,1535
learn decision support,1,0.7501,1772
learn design policy,1,0.7037,536
learn designbase emotional,1,0.879,735
learn direction indicate,1,0.6324,3450
learn disciplinary interdisciplinary,1,0.8556,1720
learn disease context,1,0.7886,2697
learn domain adaptation,1,0.7156,1063
learn drive pedagogy,1,0.7777,1222
learn complex edge,1,0.6937,2363
learn conform work,1,0.6823,1460
learn context alongside,1,0.8229,357
learn context wordhyveglc,1,0.885,1656
learn controlvalue theory,1,0.8179,1054
learn course mixedmethod,1,0.7809,2959
learn covariance structure,1,0.7101,3534
learn cycle tlc,1,0.7561,1323
learn implement,1,0.6102,1551
learn implementation uncover,1,0.7513,2581
learn inequality achieve,1,0.6126,1753
learn inference capability,1,0.7091,2538
learn inscrutability,1,0.7523,2778
learn instead consider,1,0.6218,208
learn interaction embody,1,0.8327,2410
learn journey heart,1,0.7981,3237
capability information literacy,1,0.8593,1010
capability mode deployment,1,0.7164,3434
capability outline detail,1,0.6987,1315
capability recsysfor example,1,0.7122,1069
capability supply chain,1,0.8076,654
capability teacher workflow,1,0.7491,1819
capability team capabilitie,1,0.6894,1068
capability twostage training,1,0.7275,28
capability development competency,1,0.6864,2238
capability drive business,1,0.5991,778
capability enhance cooperation,1,0.6866,1058
capability ensure dts,1,0.7535,580
capability exacerbate exist,1,0.7334,1520
capability factor influence,1,0.8646,2312
capability fear unanticipate,1,0.6872,3468
capability funding decision,1,0.8584,470
camera represent token,1,0.831,2002
camera trap datum,1,0.7581,2275
campus network traffic,1,0.8378,3335
canada exercise agency,1,0.7438,54
candidate job,1,0.7423,3806
canton porcelain case,1,0.5933,1774
capability capacity leverage,1,0.6114,495
capability conduct ena,1,0.6392,2077
learn playful,1,0.8122,441
learn practice case,1,0.8112,633
learn preference aid,1,0.7445,3355
learn privacy security,1,0.744,3796
learn process availability,1,0.7124,3188
learn process optimization,1,0.7797,3971
learn process though,1,0.7876,2299
learn program barrier,1,0.6952,1215
learn outcome ethical,1,0.8109,1883
learn outcome selfefficacy,1,0.8282,3702
learn outcome underscore,1,0.8007,1919
learn output,1,0.7208,1034
learn partner essential,1,0.7942,2392
learn pattern datum,1,0.7668,1360
learn performance metaanalysis,1,0.8642,2087
learn personality assessment,1,0.8779,214
learn model configure,1,0.6887,2248
learn model domainspecific,1,0.7422,3686
learn model farreache,1,0.563,3976
learn motivational asset,1,0.7771,3905
learn national common,1,0.77,1957
learn operation help,1,0.7616,3801
learn opportunity effectiveness,1,0.7486,1887
learn outcome contribute,1,0.8161,2003
learn language intervention,1,0.8682,740
learn lesson augment,1,0.89,107
learn leverage knowledgeempowere,1,0.8096,2417
learn llm,1,0.7674,1076
learn malware natural,1,0.8532,2940
learn methodology generate,1,0.6605,926
learn ml tackle,1,0.7384,3762
learn mlbase solution,1,0.7347,892
learn survey datum,1,0.7372,1349
business ethic common,1,0.771,3384
business high,1,0.68,3723
business informatic competence,1,0.7003,1021
business insight offer,1,0.7831,3825
business management chatgpt,1,0.7931,4085
business model canvas,1,0.6627,3938
business model learningbyconversing,1,0.8737,3802
learn solution management,1,0.6242,3828
learn solve cloudedge,1,0.7547,2477
learn space,1,0.5694,619
learn spacesecological,1,0.8691,3739
learn spectrum optimization,1,0.7398,1951
learn strategy enable,1,0.6963,1227
learn student without,1,0.7804,1826
learn suite access,1,0.8407,310
learn satisfaction determine,1,0.8234,2355
learn satisfaction mooc,1,0.8805,1726
learn science field,1,0.7516,4135
learn sentiment social,1,0.8453,2269
learn set available,1,0.701,1937
learn significantly,1,0.8171,1660
learn since,1,0.7058,3433
learn society transformative,1,0.8165,3000
learn propose,1,0.6922,3452
learn protein property,1,0.8975,1426
learn reflection 3r,1,0.79,4256
learn relevant,1,0.7704,600
learn relevant consequential,1,0.6674,2735
learn resource instructional,1,0.8668,2015
learn rl dynamically,1,0.8346,4176
learn rl employ,1,0.7624,4204
learn technical application,1,0.6772,2551
learn technique autonomously,1,0.7212,4151
learn test system,1,0.7276,221
learn time series,1,0.7706,3897
learn tool pst,1,0.8529,1130
learn ultimately,1,0.7785,1735
learn unequal,1,0.7676,227
learn universally attainable,1,0.6861,1602
calculate average bit,1,0.7712,2218
calculate tutor performance,1,0.8247,2890
calculator copilotdrafte mspe,1,0.7253,1854
calibrate,1,0.6634,975
calibrate genai,1,0.6193,198
learn task genai,1,0.7069,970
learn teach diffusion,1,0.8883,949
learn team healthy,1,0.7442,3326
bypass acute kidney,1,0.6455,268
bypass baseline,1,0.6628,3056
bypass critical,1,0.5627,2599
bypass phase,1,0.546,2682
cache resource allocation,1,0.6826,2737
cache retrievalaugmente,1,0.7761,179
cacophony governance platform,1,0.7616,2562
cai extract significantly,1,0.5375,1728
business policymaker note,1,0.7534,840
business practice,1,0.7662,3299
business process many,1,0.8658,3874
business software dashboard,1,0.8616,2614
business start,1,0.6035,3598
business strategy customer,1,0.7161,2551
business world adaptability,1,0.7699,3267
businesstobusiness b2b manager,1,0.7893,1429
learner groupthink introduce,1,0.8707,2160
learner mental,1,0.7748,1805
learner outcome metacognition,1,0.8669,1858
learner perception chatbotassiste,1,0.8353,2803
learner propose knowledge,1,0.8384,3962
